"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
291,48,"CHL","Chile",15,"Valparaíso",51,"San Felipe de Aconcagua",291,"Llaillay",NA,"","Comuna","Municipality","",""
292,48,"CHL","Chile",15,"Valparaíso",51,"San Felipe de Aconcagua",292,"Panquehue",NA,"","Comuna","Municipality","",""
293,48,"CHL","Chile",15,"Valparaíso",51,"San Felipe de Aconcagua",293,"Putaendo",NA,"","Comuna","Municipality","",""
294,48,"CHL","Chile",15,"Valparaíso",51,"San Felipe de Aconcagua",294,"San Felipe",NA,"","Comuna","Municipality","",""
295,48,"CHL","Chile",15,"Valparaíso",51,"San Felipe de Aconcagua",295,"Santa Maria",NA,"","Comuna","Municipality","",""
296,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",296,"Casa Blanca",NA,"","Comuna","Municipality","",""
297,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",297,"Puchuncavi",NA,"","Comuna","Municipality","",""
298,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",298,"Quilpue",NA,"","Comuna","Municipality","",""
299,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",299,"Quintero",NA,"","Comuna","Municipality","",""
300,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",300,"Valparaiso",NA,"","Comuna","Municipality","",""
301,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",301,"Villa Alemana",NA,"","Comuna","Municipality","",""
302,48,"CHL","Chile",15,"Valparaíso",52,"Valparaíso",302,"Vina del Mar",NA,"","Comuna","Municipality","",""
